year,age,female,male,total
1980,52,0.003272,0.006214,0.004722
1980,53,0.00346,0.007028,0.005209
1980,54,0.003774,0.00741,0.005531
1980,55,0.003955,0.008009,0.005872
1980,56,0.004678,0.008543,0.006438
1980,57,0.004958,0.009352,0.00687
1980,58,0.005157,0.010435,0.007401
1980,59,0.005779,0.011122,0.008041
1980,60,0.006548,0.012957,0.009306
1980,61,0.007237,0.013533,0.009983
1980,62,0.007971,0.015011,0.011051
1980,63,0.008585,0.016403,0.012019
1980,64,0.009774,0.01875,0.013737
1980,65,0.01058,0.020522,0.014985
1980,66,0.012151,0.022101,0.016555
1980,67,0.013011,0.024979,0.018272
1980,68,0.014927,0.028546,0.020878
1980,69,0.017313,0.03167,0.023597
1980,70,0.019414,0.035442,0.026415
1980,71,0.022292,0.039803,0.029953
1980,72,0.025412,0.044486,0.033716
1980,73,0.029484,0.050871,0.038874
1980,74,0.032274,0.053937,0.041702
1980,75,0.036795,0.06262,0.047772
1980,76,0.041822,0.067422,0.052666
1980,77,0.04796,0.077155,0.060128
1980,78,0.05469,0.086168,0.067621
1980,79,0.061634,0.094175,0.074751
1980,80,0.073126,0.105756,0.086213
1980,81,0.078164,0.114155,0.092187
1980,82,0.092578,0.13022,0.106829
1980,83,0.099859,0.137785,0.113958
1980,84,0.118523,0.151529,0.130538
1980,85,0.129873,0.171478,0.144767
1980,86,0.145825,0.185295,0.159478
1980,87,0.161664,0.201228,0.174834
1980,88,0.183609,0.225481,0.197159
1980,89,0.202272,0.23768,0.213525
1980,90,0.227195,0.273362,0.241194
1980,91,0.251526,0.295137,0.264074
1980,92,0.27491,0.314752,0.285974
1980,93,0.300611,0.331144,0.308719
1980,94,0.304567,0.35044,0.316299
1980,95,0.345389,0.399186,0.358534
1980,96,0.396031,0.381552,0.392624
1980,97,0.405538,0.413493,0.40733
1980,98,0.417456,0.44196,0.422932
1980,99,0.521321,0.524259,0.521904
1980,100,0.43723,0.590053,0.465285
1981,0,0.006334,0.00778,0.007076
1981,1,0.000968,0.001131,0.001051
1981,2,0.000519,0.000621,0.000571
1981,3,0.000408,0.000572,0.000492
1981,4,0.000259,0.000404,0.000333
1981,5,0.000261,0.000409,0.000336
1981,6,0.000225,0.000359,0.000294
1981,7,0.00017,0.000373,0.000274
1981,8,0.000171,0.000271,0.000222
1981,9,0.000134,0.000222,0.000179
1981,10,0.000146,0.000223,0.000186
1981,11,0.000105,0.000207,0.000157
1981,12,0.000124,0.000228,0.000177
1981,13,0.000141,0.000263,0.000203
1981,14,0.000175,0.00027,0.000224
1981,15,0.000214,0.000355,0.000287
1981,16,0.000231,0.00068,0.000461
1981,17,0.000295,0.000825,0.000566
1981,18,0.000332,0.000879,0.000612
1981,19,0.000263,0.000882,0.000578
1981,20,0.00034,0.000812,0.000579
1981,21,0.000312,0.000861,0.000591
1981,22,0.000335,0.000839,0.00059
1981,23,0.000367,0.000819,0.000595
1981,24,0.000413,0.000849,0.000632
1981,25,0.00042,0.000809,0.000616
1981,26,0.000423,0.000822,0.000625
1981,27,0.000447,0.000853,0.000651
1981,28,0.000492,0.000822,0.000658
1981,29,0.000503,0.000903,0.000704
1981,30,0.000544,0.000948,0.000747
1981,31,0.00055,0.000912,0.000732
1981,32,0.000587,0.000992,0.000791
1981,33,0.000636,0.001081,0.00086
1981,34,0.000743,0.001191,0.000969
1981,35,0.000715,0.001158,0.000937
1981,36,0.000811,0.001309,0.001059
1981,37,0.000902,0.001519,0.00121
1981,38,0.000918,0.001708,0.001312
1981,39,0.000992,0.001849,0.00142
1981,40,0.001115,0.001972,0.001542
1981,41,0.001188,0.00217,0.001677
1981,42,0.00124,0.002383,0.00181
1981,43,0.001393,0.002707,0.002048
1981,44,0.001562,0.002885,0.002221
1981,45,0.001685,0.003382,0.002532
1981,46,0.001812,0.003777,0.002791
1981,47,0.002045,0.004174,0.003104
1981,48,0.002315,0.004643,0.003477
1981,49,0.002398,0.005004,0.003697
1981,50,0.002736,0.005585,0.004155
1981,51,0.002917,0.005916,0.004406
1981,52,0.003218,0.006365,0.004772
1981,53,0.003309,0.00698,0.005114
1981,54,0.003684,0.007258,0.005433
1981,55,0.003841,0.008116,0.005903
1981,56,0.004227,0.008715,0.006344
1981,57,0.004625,0.009251,0.006726
1981,58,0.00517,0.010053,0.007289
1981,59,0.005647,0.010798,0.00783
1981,60,0.006098,0.011748,0.008483
1981,61,0.007143,0.01341,0.00983
1981,62,0.007531,0.014151,0.010408
1981,63,0.008545,0.01601,0.011797
1981,64,0.009152,0.018009,0.013024
1981,65,0.010394,0.019919,0.014577
1981,66,0.011454,0.021852,0.016035
1981,67,0.012698,0.024009,0.017675
1981,68,0.014236,0.026345,0.019519
1981,69,0.016505,0.03019,0.022439
1981,70,0.018434,0.034047,0.025207
1981,71,0.020944,0.037413,0.028069
1981,72,0.023567,0.042298,0.031677
1981,73,0.027506,0.047682,0.036195
1981,74,0.032074,0.054627,0.041854
1981,75,0.035202,0.058016,0.044997
1981,76,0.03936,0.066129,0.050569
1981,77,0.045265,0.072383,0.056571
1981,78,0.052916,0.080423,0.064188
1981,79,0.060166,0.091431,0.072774
1981,80,0.068162,0.101763,0.081568
1981,81,0.077553,0.113589,0.091706
1981,82,0.085842,0.119476,0.098654
1981,83,0.099167,0.135062,0.112456
1981,84,0.10834,0.148563,0.122945
1981,85,0.13077,0.16508,0.142966
1981,86,0.143006,0.179935,0.155906
1981,87,0.158286,0.192439,0.169813
1981,88,0.171498,0.208333,0.183442
1981,89,0.194344,0.236745,0.20771
1981,90,0.207785,0.261053,0.224226
1981,91,0.238803,0.278066,0.250312
1981,92,0.260919,0.297924,0.271252
1981,93,0.282591,0.314877,0.291314
1981,94,0.318617,0.369892,0.331913
1981,95,0.322181,0.367562,0.333321
1981,96,0.356925,0.396611,0.366321
1981,97,0.385133,0.468936,0.404598
1981,98,0.467985,0.397527,0.452192
1981,99,0.482127,0.499088,0.485874
1981,100,0.484403,0.462332,0.480098
1982,0,0.005815,0.00732,0.006588
1982,1,0.000907,0.001025,0.000968
1982,2,0.000484,0.000622,0.000555
1982,3,0.000316,0.000498,0.000409
1982,4,0.000288,0.000404,0.000347
1982,5,0.00023,0.0004,0.000317
1982,6,0.000213,0.000367,0.000292
1982,7,0.000166,0.000287,0.000228
1982,8,0.000146,0.000236,0.000193
1982,9,0.00016,0.000225,0.000193
1982,10,0.000149,0.000198,0.000174
1982,11,0.000133,0.00021,0.000173
1982,12,0.000129,0.000189,0.000159
1982,13,0.000141,0.000214,0.000179
1982,14,0.00015,0.000264,0.000208
1982,15,0.000166,0.000392,0.000282
1982,16,0.000222,0.000733,0.000484
1982,17,0.000262,0.000785,0.000529
1982,18,0.000302,0.000841,0.000577
1982,19,0.000327,0.000894,0.000616
1982,20,0.000337,0.000863,0.000604
1982,21,0.000334,0.000856,0.000599
1982,22,0.000337,0.000798,0.000571
1982,23,0.000361,0.000887,0.000627
1982,24,0.000349,0.000784,0.000568
1982,25,0.000357,0.000836,0.000598
1982,26,0.000419,0.000813,0.000617
1982,27,0.000443,0.000789,0.000618
1982,28,0.000441,0.000857,0.000651
1982,29,0.000487,0.000881,0.000685
1982,30,0.000518,0.000947,0.000733
1982,31,0.000574,0.000953,0.000765
1982,32,0.00058,0.00096,0.000771
1982,33,0.000627,0.001041,0.000835
1982,34,0.000698,0.001106,0.000904
1982,35,0.000768,0.001183,0.000977
1982,36,0.000725,0.001236,0.000981
1982,37,0.000838,0.001433,0.001135
1982,38,0.000937,0.001623,0.001279
1982,39,0.000961,0.001709,0.001335
1982,40,0.00101,0.002103,0.001555
1982,41,0.00116,0.002037,0.001597
1982,42,0.001229,0.002386,0.001805
1982,43,0.00134,0.002376,0.001857
1982,44,0.001594,0.00285,0.002219
1982,45,0.001616,0.003228,0.002419
1982,46,0.001749,0.003715,0.00273
1982,47,0.002013,0.004039,0.003021
1982,48,0.002183,0.004577,0.003373
1982,49,0.002457,0.00498,0.003714
1982,50,0.002655,0.005478,0.00406
1982,51,0.002899,0.00588,0.004382
1982,52,0.002986,0.006348,0.004652
1982,53,0.003288,0.006862,0.005049
1982,54,0.003397,0.007122,0.005225
1982,55,0.003827,0.007928,0.005829
1982,56,0.00414,0.00847,0.006223
1982,57,0.00449,0.009141,0.006679
1982,58,0.004917,0.009646,0.007059
1982,59,0.005416,0.01072,0.00771
1982,60,0.005954,0.011642,0.008357
1982,61,0.006554,0.01257,0.009083
1982,62,0.007311,0.014016,0.010175
1982,63,0.007908,0.015699,0.01128
1982,64,0.009044,0.016814,0.012412
1982,65,0.009832,0.018714,0.013695
1982,66,0.01106,0.021164,0.015471
1982,67,0.011901,0.023297,0.01689
1982,68,0.01343,0.025738,0.018808
1982,69,0.015267,0.028187,0.020861
1982,70,0.017163,0.031864,0.023483
1982,71,0.019896,0.036237,0.026918
1982,72,0.022,0.039723,0.02959
1982,73,0.025395,0.044911,0.033751
1982,74,0.028944,0.050215,0.037993
1982,75,0.034586,0.057666,0.044464
1982,76,0.037431,0.062076,0.047861
1982,77,0.042341,0.070587,0.053979
1982,78,0.048906,0.077642,0.060693
1982,79,0.055425,0.086183,0.067806
1982,80,0.064514,0.095676,0.076923
1982,81,0.073727,0.106154,0.086407
1982,82,0.083586,0.118955,0.097186
1982,83,0.088398,0.125737,0.102314
1982,84,0.105551,0.143747,0.119355
1982,85,0.114613,0.15157,0.127706
1982,86,0.135367,0.168697,0.146946
1982,87,0.145984,0.180771,0.157866
1982,88,0.163963,0.201343,0.176291
1982,89,0.179407,0.22109,0.192543
1982,90,0.197284,0.238261,0.209846
1982,91,0.212973,0.250463,0.224213
1982,92,0.240929,0.286419,0.25388
1982,93,0.27204,0.306968,0.281524
1982,94,0.28964,0.303862,0.293422
1982,95,0.309587,0.362976,0.322984
1982,96,0.321174,0.368344,0.332309
1982,97,0.35653,0.385126,0.363011
1982,98,0.39693,0.413683,0.400837
1982,99,0.41303,0.386626,0.407147
1982,100,0.404422,0.537451,0.432588
1983,0,0.005652,0.006832,0.006258
1983,1,0.000831,0.000985,0.00091
1983,2,0.00046,0.000534,0.000498
1983,3,0.000349,0.000431,0.000391
1983,4,0.000242,0.000404,0.000325
1983,5,0.000238,0.000376,0.000309
1983,6,0.00019,0.000324,0.000259
1983,7,0.000201,0.000314,0.000259
1983,8,0.000165,0.000242,0.000204
1983,9,0.000149,0.000228,0.00019
1983,10,0.000122,0.000191,0.000158
1983,11,0.000133,0.000178,0.000156
1983,12,0.000132,0.000171,0.000152
1983,13,0.000134,0.000207,0.000171
1983,14,0.000141,0.000307,0.000226
1983,15,0.00019,0.000352,0.000272
1983,16,0.000261,0.000794,0.000534
1983,17,0.000306,0.000736,0.000526
1983,18,0.000291,0.000868,0.000585
1983,19,0.00029,0.00095,0.000627
1983,20,0.000326,0.000845,0.00059
1983,21,0.000366,0.000898,0.000636
1983,22,0.000371,0.000882,0.00063
1983,23,0.00037,0.000883,0.00063
1983,24,0.00041,0.000835,0.000625
1983,25,0.000421,0.00086,0.000642
1983,26,0.000436,0.000861,0.000651
1983,27,0.00041,0.000903,0.000659
1983,28,0.000433,0.00086,0.000649
1983,29,0.0005,0.000843,0.000673
1983,30,0.000514,0.001034,0.000775
1983,31,0.000528,0.000954,0.000741
1983,32,0.000534,0.00101,0.000774
1983,33,0.000583,0.001036,0.000811
1983,34,0.000707,0.00111,0.000909
1983,35,0.000761,0.00121,0.000987
1983,36,0.000827,0.001375,0.001103
1983,37,0.000749,0.001306,0.001028
1983,38,0.000908,0.00168,0.001293
1983,39,0.000969,0.001905,0.001435
1983,40,0.001024,0.002046,0.001533
1983,41,0.001187,0.002196,0.001691
1983,42,0.001239,0.00242,0.001827
1983,43,0.001296,0.002547,0.001919
1983,44,0.00147,0.00287,0.002167
1983,45,0.0016,0.003224,0.002409
1983,46,0.001766,0.003484,0.00262
1983,47,0.001906,0.004109,0.003004
1983,48,0.002146,0.004446,0.003289
1983,49,0.002286,0.005055,0.003661
1983,50,0.002554,0.005571,0.004055
1983,51,0.002857,0.006138,0.004488
1983,52,0.003088,0.006762,0.004912
1983,53,0.003209,0.006847,0.005009
1983,54,0.003408,0.007583,0.005461
1983,55,0.003833,0.008178,0.00596
1983,56,0.004031,0.008849,0.006377
1983,57,0.004469,0.009314,0.006793
1983,58,0.004767,0.010132,0.007285
1983,59,0.00507,0.010876,0.007692
1983,60,0.005756,0.011587,0.008269
1983,61,0.006496,0.01269,0.009104
1983,62,0.007198,0.013833,0.009978
1983,63,0.008175,0.015455,0.011271
1983,64,0.008408,0.016617,0.011944
1983,65,0.009591,0.018234,0.013319
1983,66,0.010852,0.020708,0.015115
1983,67,0.011925,0.023009,0.016734
1983,68,0.013288,0.025108,0.018428
1983,69,0.01491,0.027641,0.020434
1983,70,0.016781,0.031366,0.023045
1983,71,0.019289,0.035295,0.026106
1983,72,0.021638,0.039491,0.029233
1983,73,0.024822,0.043877,0.032894
1983,74,0.028446,0.05099,0.037982
1983,75,0.032833,0.056268,0.042673
1983,76,0.038257,0.063939,0.049093
1983,77,0.041012,0.068585,0.052496
1983,78,0.047383,0.077636,0.059635
1983,79,0.055153,0.086357,0.067725
1983,80,0.063971,0.095533,0.076532
1983,81,0.07185,0.107918,0.085933
1983,82,0.082789,0.119295,0.096754
1983,83,0.093398,0.132726,0.108183
1983,84,0.102618,0.14181,0.116876
1983,85,0.118586,0.159698,0.133072
1983,86,0.129186,0.169135,0.142991
1983,87,0.15191,0.189579,0.164686
1983,88,0.164258,0.206178,0.178226
1983,89,0.186236,0.224609,0.198554
1983,90,0.202552,0.249842,0.217007
1983,91,0.22879,0.276797,0.243071
1983,92,0.251663,0.286833,0.261897
1983,93,0.271218,0.30223,0.27979
1983,94,0.298979,0.324896,0.305899
1983,95,0.334532,0.338746,0.335633
1983,96,0.353646,0.385058,0.361336
1983,97,0.372945,0.36443,0.370987
1983,98,0.413428,0.414392,0.413645
1983,99,0.434968,0.501347,0.450485
1983,100,0.507755,0.509986,0.508231
1984,0,0.005295,0.00664,0.005985
1984,1,0.000809,0.000889,0.00085
1984,2,0.000482,0.000572,0.000528
1984,3,0.000356,0.000409,0.000383
1984,4,0.000249,0.000379,0.000316
1984,5,0.000195,0.000333,0.000266
1984,6,0.000205,0.000288,0.000248
1984,7,0.000147,0.000263,0.000206
1984,8,0.00013,0.000206,0.000169
1984,9,0.000151,0.000199,0.000176
1984,10,0.000115,0.000181,0.000149
1984,11,0.00012,0.000187,0.000155
1984,12,0.000126,0.000211,0.000169
1984,13,0.000121,0.000223,0.000173
1984,14,0.00013,0.000244,0.000188
1984,15,0.000183,0.000336,0.000262
1984,16,0.000192,0.000655,0.000429
1984,17,0.000267,0.000818,0.000549
1984,18,0.000272,0.000777,0.00053
1984,19,0.000307,0.0009,0.000609
1984,20,0.00032,0.000908,0.00062
1984,21,0.000349,0.000814,0.000586
1984,22,0.000351,0.000887,0.000623
1984,23,0.000364,0.000857,0.000614
1984,24,0.000351,0.00074,0.000548
1984,25,0.0004,0.000797,0.000601
1984,26,0.000413,0.000868,0.000643
1984,27,0.000438,0.000763,0.000602
1984,28,0.000454,0.000809,0.000633
1984,29,0.000459,0.000884,0.000674
1984,30,0.000465,0.000821,0.000644
1984,31,0.000561,0.000963,0.000763
1984,32,0.00053,0.000971,0.000751
1984,33,0.000606,0.001038,0.000823
1984,34,0.000633,0.001043,0.000839
1984,35,0.000676,0.001228,0.000953
1984,36,0.000768,0.001295,0.001033
1984,37,0.000894,0.001453,0.001175
1984,38,0.000798,0.001532,0.001166
1984,39,0.000949,0.001731,0.001339
1984,40,0.001093,0.002039,0.001564
1984,41,0.001158,0.002118,0.001637
1984,42,0.001236,0.002403,0.001818
1984,43,0.001357,0.002555,0.001953
1984,44,0.001468,0.002846,0.002154
1984,45,0.001548,0.003125,0.002333
1984,46,0.001776,0.003375,0.002571
1984,47,0.001909,0.003789,0.002843
1984,48,0.002131,0.004159,0.00314
1984,49,0.002254,0.004677,0.003457
1984,50,0.002408,0.005465,0.003923
1984,51,0.002665,0.005967,0.004305
1984,52,0.002879,0.006452,0.004652
1984,53,0.003218,0.007062,0.005123
1984,54,0.003253,0.007598,0.005397
1984,55,0.003718,0.008141,0.005887
1984,56,0.003785,0.008635,0.006154
1984,57,0.004176,0.009197,0.006614
1984,58,0.004638,0.009922,0.007166
1984,59,0.005131,0.010612,0.007695
1984,60,0.005535,0.011653,0.008289
1984,61,0.006047,0.012658,0.008886
1984,62,0.006684,0.013653,0.009606
1984,63,0.007278,0.014673,0.010363
1984,64,0.008539,0.017008,0.012125
1984,65,0.009235,0.018008,0.012995
1984,66,0.010191,0.019929,0.014369
1984,67,0.011604,0.022043,0.016093
1984,68,0.013092,0.024643,0.01807
1984,69,0.014267,0.026625,0.019603
1984,70,0.01604,0.029748,0.021942
1984,71,0.017735,0.033616,0.024494
1984,72,0.02085,0.037517,0.027878
1984,73,0.023628,0.042029,0.031373
1984,74,0.026498,0.048351,0.035644
1984,75,0.030472,0.053501,0.040085
1984,76,0.03529,0.060661,0.045792
1984,77,0.04131,0.069547,0.053037
1984,78,0.045238,0.073279,0.056718
1984,79,0.051806,0.083795,0.064527
1984,80,0.060006,0.092381,0.072877
1984,81,0.068639,0.104203,0.082508
1984,82,0.078031,0.114297,0.091876
1984,83,0.089072,0.128951,0.10397
1984,84,0.101427,0.142706,0.116564
1984,85,0.109928,0.150792,0.124411
1984,86,0.125877,0.169737,0.140914
1984,87,0.139875,0.179748,0.153291
1984,88,0.161338,0.201881,0.174716
1984,89,0.175389,0.216997,0.188892
1984,90,0.194532,0.236997,0.207766
1984,91,0.220997,0.25193,0.230176
1984,92,0.237284,0.28034,0.249729
1984,93,0.260098,0.299586,0.271317
1984,94,0.29869,0.314512,0.302946
1984,95,0.304865,0.359993,0.319345
1984,96,0.318617,0.345153,0.325385
1984,97,0.36375,0.365751,0.364234
1984,98,0.356195,0.411491,0.368803
1984,99,0.385936,0.468927,0.404056
1984,100,0.425539,0.516587,0.446203
1985,0,0.005078,0.005872,0.005485
1985,1,0.000758,0.000915,0.000838
1985,2,0.000408,0.000554,0.000483
1985,3,0.000285,0.000447,0.000368
1985,4,0.000226,0.000313,0.000271
1985,5,0.000221,0.000313,0.000268
1985,6,0.000155,0.000301,0.00023
1985,7,0.000158,0.000275,0.000218
1985,8,0.000134,0.000213,0.000175
1985,9,0.000102,0.000224,0.000165
1985,10,0.000121,0.000177,0.00015
1985,11,0.000124,0.000166,0.000146
1985,12,0.000117,0.000187,0.000153
1985,13,0.000135,0.000222,0.00018
1985,14,0.000158,0.000236,0.000198
1985,15,0.000166,0.000341,0.000256
1985,16,0.000252,0.000685,0.000475
1985,17,0.000209,0.000782,0.000502
1985,18,0.000262,0.000838,0.000557
1985,19,0.000319,0.000905,0.000619
1985,20,0.000297,0.000897,0.000602
1985,21,0.000296,0.000829,0.000567
1985,22,0.000314,0.000832,0.000577
1985,23,0.000323,0.000773,0.000551
1985,24,0.000373,0.000796,0.000587
1985,25,0.00036,0.000764,0.000564
1985,26,0.000372,0.000816,0.000596
1985,27,0.000402,0.000805,0.000605
1985,28,0.000438,0.000823,0.000632
1985,29,0.000449,0.000824,0.000638
1985,30,0.000499,0.000807,0.000655
1985,31,0.000484,0.000767,0.000627
1985,32,0.000541,0.000922,0.000732
1985,33,0.000574,0.001014,0.000795
1985,34,0.000642,0.001077,0.000861
1985,35,0.000636,0.001169,0.000904
1985,36,0.000717,0.001255,0.000987
1985,37,0.000796,0.00134,0.00107
1985,38,0.000856,0.001522,0.001191
1985,39,0.00086,0.001492,0.001177
1985,40,0.001039,0.001903,0.001469
1985,41,0.001102,0.002055,0.001576
1985,42,0.001227,0.002137,0.001681
1985,43,0.001354,0.002461,0.001906
1985,44,0.001437,0.002695,0.002063
1985,45,0.001539,0.002839,0.002186
1985,46,0.001675,0.003254,0.00246
1985,47,0.001847,0.003812,0.002824
1985,48,0.001984,0.003953,0.002961
1985,49,0.002218,0.004627,0.003415
1985,50,0.002425,0.004919,0.003661
1985,51,0.002768,0.005785,0.004261
1985,52,0.002873,0.006418,0.004631
1985,53,0.003053,0.006751,0.004884
1985,54,0.003401,0.007492,0.005424
1985,55,0.003442,0.007815,0.005595
1985,56,0.003844,0.008866,0.006302
1985,57,0.004029,0.009011,0.006456
1985,58,0.004567,0.009598,0.007003
1985,59,0.005024,0.010582,0.007675
1985,60,0.00535,0.011401,0.008172
1985,61,0.005944,0.012475,0.008873
1985,62,0.006595,0.013152,0.0094
1985,63,0.007539,0.01462,0.010497
1985,64,0.008068,0.015675,0.011228
1985,65,0.00912,0.018034,0.012875
1985,66,0.010022,0.019165,0.013919
1985,67,0.011198,0.021171,0.015451
1985,68,0.012477,0.023905,0.01736
1985,69,0.013717,0.027745,0.019719
1985,70,0.015712,0.029083,0.021442
1985,71,0.017836,0.03212,0.023934
1985,72,0.019255,0.036635,0.02658
1985,73,0.022389,0.042318,0.030701
1985,74,0.025942,0.047031,0.034712
1985,75,0.029554,0.05236,0.038973
1985,76,0.033756,0.059865,0.044498
1985,77,0.038928,0.067771,0.050677
1985,78,0.045784,0.076146,0.058182
1985,79,0.050404,0.080613,0.062548
1985,80,0.058014,0.092873,0.071739
1985,81,0.066858,0.100635,0.080016
1985,82,0.07583,0.113898,0.090355
1985,83,0.085611,0.123069,0.099575
1985,84,0.097247,0.138811,0.112392
1985,85,0.109541,0.153521,0.125248
1985,86,0.122915,0.161557,0.136243
1985,87,0.138747,0.183483,0.153662
1985,88,0.152034,0.197573,0.166928
1985,89,0.181482,0.216288,0.192657
1985,90,0.197503,0.234882,0.209324
1985,91,0.206579,0.253386,0.220783
1985,92,0.236909,0.27907,0.249076
1985,93,0.259532,0.308656,0.273325
1985,94,0.275825,0.330142,0.290825
1985,95,0.316843,0.359152,0.327935
1985,96,0.330916,0.374248,0.341881
1985,97,0.362689,0.38517,0.368329
1985,98,0.382145,0.431838,0.393892
1985,99,0.39054,0.450125,0.403319
1985,100,0.488368,0.450585,0.480309
1986,0,0.0048,0.005633,0.005227
1986,1,0.000716,0.000968,0.000845
1986,2,0.000409,0.000536,0.000474
1986,3,0.000267,0.000408,0.000339
1986,4,0.000213,0.000324,0.000269
1986,5,0.000166,0.000297,0.000233
1986,6,0.000178,0.00025,0.000215
1986,7,0.00014,0.000243,0.000193
1986,8,0.000126,0.000199,0.000163
1986,9,0.000107,0.000179,0.000144
1986,10,0.000097,0.000178,0.000138
1986,11,0.000105,0.000183,0.000145
1986,12,0.000116,0.000187,0.000153
1986,13,0.000139,0.000208,0.000175
1986,14,0.000155,0.00023,0.000194
1986,15,0.00017,0.000301,0.000237
1986,16,0.000217,0.000609,0.000418
1986,17,0.000228,0.000778,0.00051
1986,18,0.000257,0.000826,0.000548
1986,19,0.000337,0.00089,0.000619
1986,20,0.000325,0.000921,0.000629
1986,21,0.000351,0.00081,0.000584
1986,22,0.000331,0.000784,0.000562
1986,23,0.000339,0.000756,0.000551
1986,24,0.000355,0.000732,0.000546
1986,25,0.000377,0.000765,0.000574
1986,26,0.00041,0.000786,0.0006
1986,27,0.000405,0.000763,0.000586
1986,28,0.000432,0.000762,0.000599
1986,29,0.000448,0.000802,0.000626
1986,30,0.000441,0.000811,0.000628
1986,31,0.000461,0.000762,0.000613
1986,32,0.000522,0.00084,0.000682
1986,33,0.000519,0.001033,0.000777
1986,34,0.000571,0.001043,0.000808
1986,35,0.000639,0.001132,0.000887
1986,36,0.000712,0.0012,0.000958
1986,37,0.000771,0.001328,0.00105
1986,38,0.000781,0.001432,0.001108
1986,39,0.000948,0.001647,0.0013
1986,40,0.000936,0.001708,0.001323
1986,41,0.001088,0.001941,0.001513
1986,42,0.001205,0.002209,0.001705
1986,43,0.001268,0.002329,0.001797
1986,44,0.001434,0.002684,0.002057
1986,45,0.001468,0.002974,0.002217
1986,46,0.001569,0.003204,0.002382
1986,47,0.001784,0.003503,0.002638
1986,48,0.001997,0.003892,0.002938
1986,49,0.002223,0.004271,0.003238
1986,50,0.002357,0.004858,0.003599
1986,51,0.002572,0.00552,0.004031
1986,52,0.002686,0.006221,0.004432
1986,53,0.00295,0.006703,0.004807
1986,54,0.003258,0.007378,0.005294
1986,55,0.003557,0.00788,0.00569
1986,56,0.003683,0.00829,0.005946
1986,57,0.004063,0.009208,0.006575
1986,58,0.004185,0.009486,0.006761
1986,59,0.004582,0.010518,0.007449
1986,60,0.005121,0.011193,0.008009
1986,61,0.005615,0.011969,0.008569
1986,62,0.006265,0.013088,0.009314
1986,63,0.006988,0.014133,0.010033
1986,64,0.007636,0.015572,0.010937
1986,65,0.008554,0.016863,0.011988
1986,66,0.00966,0.019573,0.013815
1986,67,0.010066,0.021088,0.014737
1986,68,0.011842,0.022999,0.016571
1986,69,0.013081,0.025602,0.018395
1986,70,0.014925,0.028727,0.020784
1986,71,0.016469,0.031567,0.022888
1986,72,0.0189,0.035253,0.025818
1986,73,0.021118,0.039109,0.028621
1986,74,0.024555,0.044364,0.032721
1986,75,0.027682,0.049987,0.036842
1986,76,0.031637,0.055481,0.041349
1986,77,0.0365,0.06269,0.047106
1986,78,0.042096,0.070208,0.053357
1986,79,0.050344,0.080576,0.062469
1986,80,0.055446,0.086652,0.06786
1986,81,0.062894,0.098489,0.076621
1986,82,0.072637,0.107993,0.086114
1986,83,0.082318,0.120238,0.096451
1986,84,0.093754,0.131898,0.107624
1986,85,0.105238,0.147528,0.120254
1986,86,0.121766,0.161145,0.135459
1986,87,0.129976,0.172657,0.1443
1986,88,0.150378,0.194217,0.164562
1986,89,0.162538,0.208248,0.17706
1986,90,0.191297,0.229106,0.203099
1986,91,0.202316,0.247123,0.216085
1986,92,0.225144,0.269852,0.238298
1986,93,0.247506,0.297318,0.261356
1986,94,0.274934,0.302001,0.282297
1986,95,0.294394,0.325761,0.302852
1986,96,0.315722,0.352978,0.32517
1986,97,0.35995,0.434879,0.378298
1986,98,0.366227,0.392884,0.372726
1986,99,0.398956,0.491745,0.419973
1986,100,0.388763,0.414049,0.393955
1987,0,0.004513,0.005358,0.004947
1987,1,0.000717,0.000891,0.000806
1987,2,0.000374,0.000506,0.000442
1987,3,0.000291,0.000408,0.000351
1987,4,0.000181,0.00034,0.000262
1987,5,0.000157,0.00033,0.000245
1987,6,0.000172,0.000267,0.000221
1987,7,0.000176,0.000238,0.000208
1987,8,0.000125,0.000188,0.000157
1987,9,0.000122,0.000151,0.000137
1987,10,0.000103,0.000121,0.000112
1987,11,0.000104,0.000177,0.000141
1987,12,0.000108,0.000203,0.000157
1987,13,0.000114,0.000201,0.000159
1987,14,0.000143,0.000208,0.000176
1987,15,0.000165,0.000289,0.000228
1987,16,0.000209,0.000551,0.000384
1987,17,0.000183,0.000732,0.000464
1987,18,0.000261,0.000833,0.000554
1987,19,0.0003,0.000847,0.000579
1987,20,0.000324,0.000825,0.00058
1987,21,0.000353,0.000772,0.000567
1987,22,0.000291,0.000774,0.000536
1987,23,0.000342,0.000773,0.000561
1987,24,0.000345,0.000695,0.000522
1987,25,0.000369,0.000768,0.000571
1987,26,0.00035,0.000767,0.000561
1987,27,0.000379,0.000871,0.000628
1987,28,0.000386,0.000755,0.000572
1987,29,0.000422,0.000813,0.00062
1987,30,0.000437,0.000815,0.000628
1987,31,0.00043,0.000804,0.000619
1987,32,0.000465,0.000849,0.000659
1987,33,0.000502,0.000973,0.000739
1987,34,0.000569,0.000984,0.000777
1987,35,0.000588,0.001043,0.000816
1987,36,0.000653,0.001151,0.000903
1987,37,0.000692,0.001243,0.000969
1987,38,0.000763,0.001362,0.001063
1987,39,0.000901,0.001556,0.00123
1987,40,0.001003,0.00177,0.001389
1987,41,0.000947,0.001746,0.001347
1987,42,0.001106,0.002025,0.001564
1987,43,0.001342,0.002281,0.001809
